player,season,team,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
Ashley Barnes,2016-2017,Burnley,28,20,1773,19.7,6,2,8,4,2,2,7,2,0.0,0.0,0.0,0.0,0,0,0.3,0.1,0.41,0.2,0.3,0.0,0.0,0.0,0.0,0.0
Antonio Barragán,2016-2017,Middlesbrough,26,26,2193,24.4,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Modou Barrow,2016-2017,Swansea City,18,12,1145,12.7,0,2,2,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0
Gareth Barry,2016-2017,Everton,33,23,2108,23.4,2,1,3,2,0,0,10,0,0.0,0.0,0.0,0.0,0,0,0.09,0.04,0.13,0.09,0.13,0.0,0.0,0.0,0.0,0.0
Joey Barton,2016-2017,Burnley,14,12,1105,12.3,1,0,1,1,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.08,0.0,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0
Borja Bastón,2016-2017,Swansea City,18,4,561,6.2,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.16,0.0,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0
Michy Batshuayi,2016-2017,Chelsea,20,1,254,2.8,5,1,6,5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1.77,0.35,2.13,1.77,2.13,0.0,0.0,0.0,0.0,0.0
Asmir Begović,2016-2017,Chelsea,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valon Behrami,2016-2017,Watford,27,26,2030,22.6,0,2,2,0,0,0,7,0,0.0,0.0,0.0,0.0,0,0,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0
Héctor Bellerín,2016-2017,Arsenal,33,27,2503,27.8,1,4,5,1,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.04,0.14,0.18,0.04,0.18,0.0,0.0,0.0,0.0,0.0
Yohan Benalouane,2016-2017,Leicester City,11,11,917,10.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Benteke,2016-2017,Crystal Palace,36,36,3131,34.8,15,2,17,13,2,4,10,0,0.0,0.0,0.0,0.0,0,0,0.43,0.06,0.49,0.37,0.43,0.0,0.0,0.0,0.0,0.0
Jonathan Benteke,2016-2017,Crystal Palace,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saido Berahino,2016-2017,Stoke City,13,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saido Berahino,2016-2017,West Brom,4,3,243,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jóhann Berg Guðmundsson,2016-2017,Burnley,20,10,998,11.1,1,2,3,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.09,0.18,0.27,0.09,0.27,0.0,0.0,0.0,0.0,0.0
Ryan Bertrand,2016-2017,Southampton,28,28,2507,27.9,2,3,5,2,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.07,0.11,0.18,0.07,0.18,0.0,0.0,0.0,0.0,0.0
Mame Biram Diouf,2016-2017,Stoke City,27,15,1385,15.4,1,2,3,1,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.06,0.13,0.19,0.06,0.19,0.0,0.0,0.0,0.0,0.0
Daley Blind,2016-2017,Manchester Utd,23,20,1830,20.3,1,2,3,1,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.05,0.1,0.15,0.05,0.15,0.0,0.0,0.0,0.0,0.0
Yannick Bolasie,2016-2017,Crystal Palace,1,0,25,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yannick Bolasie,2016-2017,Everton,13,12,1023,11.4,1,4,5,1,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.09,0.35,0.44,0.09,0.44,0.0,0.0,0.0,0.0,0.0
Wilfried Bony,2016-2017,Stoke City,10,9,684,7.6,2,0,2,2,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.26,0.0,0.26,0.26,0.26,0.0,0.0,0.0,0.0,0.0
Fabio Borini,2016-2017,Sunderland,24,19,1741,19.3,2,0,2,2,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Artur Boruc,2016-2017,Bournemouth,35,35,3150,35.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane Boufal,2016-2017,Southampton,24,12,1104,12.3,1,1,2,1,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.08,0.08,0.16,0.08,0.16,0.0,0.0,0.0,0.0,0.0
Jarrod Bowen,2016-2017,Hull City,7,1,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Boyd,2016-2017,Burnley,36,33,2836,31.5,2,1,3,2,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.06,0.03,0.1,0.06,0.1,0.0,0.0,0.0,0.0,0.0
Robbie Brady,2016-2017,Burnley,14,7,719,8.0,1,2,3,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.13,0.25,0.38,0.13,0.38,0.0,0.0,0.0,0.0,0.0
Claudio Bravo,2016-2017,Manchester City,22,22,1968,21.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Britos,2016-2017,Watford,27,27,2282,25.4,1,2,3,1,0,0,8,4,0.0,0.0,0.0,0.0,0,0,0.04,0.08,0.12,0.04,0.12,0.0,0.0,0.0,0.0,0.0
Leon Britton,2016-2017,Swansea City,16,16,1163,12.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Brunt,2016-2017,West Brom,31,27,2477,27.5,3,4,7,3,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.11,0.15,0.25,0.11,0.25,0.0,0.0,0.0,0.0,0.0
Jack Butland,2016-2017,Stoke City,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Byram,2016-2017,West Ham,18,13,1249,13.9,0,1,1,0,0,0,6,2,0.0,0.0,0.0,0.0,0,0,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0
Willy Caballero,2016-2017,Manchester City,17,16,1452,16.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yohan Cabaye,2016-2017,Crystal Palace,32,25,2125,23.6,4,2,6,4,0,1,7,0,0.0,0.0,0.0,0.0,0,0,0.17,0.08,0.25,0.17,0.25,0.0,0.0,0.0,0.0,0.0
Martín Cáceres,2016-2017,Southampton,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Cahill,2016-2017,Chelsea,37,36,3296,36.6,6,0,6,6,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.16,0.0,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0
Jonathan Calleri,2016-2017,West Ham,16,4,540,6.0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.17,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0
Dominic Calvert-Lewin,2016-2017,Everton,11,5,347,3.9,1,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.26,0.0,0.26,0.26,0.26,0.0,0.0,0.0,0.0,0.0
Geoff Cameron,2016-2017,Stoke City,19,18,1629,18.1,0,2,2,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0
Fraizer Campbell,2016-2017,Crystal Palace,12,0,165,1.8,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.55,0.0,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0
Emre Can,2016-2017,Liverpool,32,26,2371,26.3,5,2,7,5,0,0,6,0,0.0,0.0,0.0,0.0,0,0,0.19,0.08,0.27,0.19,0.27,0.0,0.0,0.0,0.0,0.0
Étienne Capoue,2016-2017,Watford,37,37,3203,35.6,7,1,8,7,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.2,0.03,0.22,0.2,0.22,0.0,0.0,0.0,0.0,0.0
Baily Cargill,2016-2017,Bournemouth,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Carrick,2016-2017,Manchester Utd,23,18,1600,17.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Carroll,2016-2017,West Ham,18,15,1311,14.6,7,1,8,7,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.48,0.07,0.55,0.48,0.55,0.0,0.0,0.0,0.0,0.0
Tom Carroll,2016-2017,Tottenham,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Carroll,2016-2017,Swansea City,17,16,1387,15.4,1,2,3,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.06,0.13,0.19,0.06,0.19,0.0,0.0,0.0,0.0,0.0
Joel Castro Pereira,2016-2017,Manchester Utd,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Cathcart,2016-2017,Watford,15,13,1162,12.9,0,1,1,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0
Lee Cattermole,2016-2017,Sunderland,8,8,633,7.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santi Cazorla,2016-2017,Arsenal,8,7,618,6.9,2,1,3,0,2,2,2,0,0.0,0.0,0.0,0.0,0,0,0.29,0.15,0.44,0.0,0.15,0.0,0.0,0.0,0.0,0.0
Petr Čech,2016-2017,Arsenal,35,35,3097,34.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nacer Chadli,2016-2017,West Brom,31,27,2134,23.7,5,4,9,4,1,1,2,0,0.0,0.0,0.0,0.0,0,0,0.21,0.17,0.38,0.17,0.34,0.0,0.0,0.0,0.0,0.0
Nathaniel Chalobah,2016-2017,Chelsea,10,1,167,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calum Chambers,2016-2017,Arsenal,1,1,90,1.0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Calum Chambers,2016-2017,Middlesbrough,24,24,2160,24.0,1,1,2,1,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.04,0.04,0.08,0.04,0.08,0.0,0.0,0.0,0.0,0.0
Ben Chilwell,2016-2017,Leicester City,12,7,699,7.8,1,0,1,1,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.13,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0
Lee Chung-yong,2016-2017,Crystal Palace,15,4,471,5.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordy Clasie,2016-2017,Southampton,16,12,1021,11.3,1,1,2,1,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.09,0.09,0.18,0.09,0.18,0.0,0.0,0.0,0.0,0.0
Adam Clayton,2016-2017,Middlesbrough,34,32,2804,31.2,0,2,2,0,0,0,10,0,0.0,0.0,0.0,0.0,0,0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0
Tom Cleverley,2016-2017,Watford,17,16,1441,16.0,0,2,2,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0
Tom Cleverley,2016-2017,Everton,10,4,406,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaël Clichy,2016-2017,Manchester City,25,24,2123,23.6,1,0,1,1,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0
Sam Clucas,2016-2017,Hull City,37,36,3185,35.4,3,1,4,3,0,0,9,1,0.0,0.0,0.0,0.0,0,0,0.08,0.03,0.11,0.08,0.11,0.0,0.0,0.0,0.0,0.0
Nathaniel Clyne,2016-2017,Liverpool,37,37,3323,36.9,0,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0
Séamus Coleman,2016-2017,Everton,26,26,2316,25.7,4,3,7,4,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.16,0.12,0.27,0.16,0.27,0.0,0.0,0.0,0.0,0.0
James Collins,2016-2017,West Ham,22,19,1655,18.4,2,0,2,2,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0
Lewis Cook,2016-2017,Bournemouth,6,4,432,4.8,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0.0
Steve Cook,2016-2017,Bournemouth,38,38,3420,38.0,2,0,2,2,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0
Francis Coquelin,2016-2017,Arsenal,29,22,1779,19.8,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Cork,2016-2017,Swansea City,30,25,2232,24.8,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Costa,2016-2017,Chelsea,35,35,3082,34.2,20,7,27,20,0,1,10,0,0.0,0.0,0.0,0.0,0,0,0.58,0.2,0.79,0.58,0.79,0.0,0.0,0.0,0.0,0.0
Thibaut Courtois,2016-2017,Chelsea,36,36,3240,36.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philippe Coutinho,2016-2017,Liverpool,31,28,2227,24.7,13,8,21,13,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.53,0.32,0.85,0.53,0.85,0.0,0.0,0.0,0.0,0.0
Aaron Cresswell,2016-2017,West Ham,26,24,2116,23.5,0,2,2,0,0,0,3,2,0.0,0.0,0.0,0.0,0,0,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0
Peter Crouch,2016-2017,Stoke City,27,13,1343,14.9,7,2,9,7,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.47,0.13,0.6,0.47,0.6,0.0,0.0,0.0,0.0,0.0
Charlie Daniels,2016-2017,Bournemouth,34,34,3060,34.0,4,3,7,4,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.12,0.09,0.21,0.12,0.21,0.0,0.0,0.0,0.0,0.0
Scott Dann,2016-2017,Crystal Palace,23,19,1797,20.0,3,1,4,3,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.15,0.05,0.2,0.15,0.2,0.0,0.0,0.0,0.0,0.0
Matteo Darmian,2016-2017,Manchester Utd,18,15,1333,14.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Davies,2016-2017,Tottenham,23,18,1739,19.3,1,3,4,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.05,0.16,0.21,0.05,0.21,0.0,0.0,0.0,0.0,0.0
Curtis Davies,2016-2017,Hull City,26,25,2135,23.7,0,2,2,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0
Tom Davies,2016-2017,Everton,24,18,1544,17.2,2,3,5,2,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.12,0.17,0.29,0.12,0.29,0.0,0.0,0.0,0.0,0.0
Steven Davis,2016-2017,Southampton,32,29,2643,29.4,0,3,3,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Craig Dawson,2016-2017,West Brom,37,37,3276,36.4,4,0,4,4,0,0,10,0,0.0,0.0,0.0,0.0,0,0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0
Michael Dawson,2016-2017,Hull City,22,19,1722,19.1,3,0,3,3,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.16,0.0,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0
Kevin De Bruyne,2016-2017,Manchester City,36,33,2877,32.0,6,17,23,6,0,1,4,0,0.0,0.0,0.0,0.0,0,0,0.19,0.53,0.72,0.19,0.72,0.0,0.0,0.0,0.0,0.0
Mathieu Debuchy,2016-2017,Arsenal,1,1,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy Deeney,2016-2017,Watford,37,31,2944,32.7,10,4,14,7,3,3,7,0,0.0,0.0,0.0,0.0,0,0,0.31,0.12,0.43,0.21,0.34,0.0,0.0,0.0,0.0,0.0
Jermain Defoe,2016-2017,Sunderland,37,37,3321,36.9,15,2,17,10,5,5,1,0,0.0,0.0,0.0,0.0,0,0,0.41,0.05,0.46,0.27,0.33,0.0,0.0,0.0,0.0,0.0
Steven Defour,2016-2017,Burnley,21,16,1068,11.9,1,3,4,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.08,0.25,0.34,0.08,0.34,0.0,0.0,0.0,0.0,0.0
Damien Delaney,2016-2017,Crystal Palace,30,21,2014,22.4,0,2,2,0,0,0,8,0,0.0,0.0,0.0,0.0,0,0,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0
Fabian Delph,2016-2017,Manchester City,7,2,224,2.5,1,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.4,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0
Mousa Dembélé,2016-2017,Tottenham,30,24,2056,22.8,1,1,2,1,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.04,0.04,0.09,0.04,0.09,0.0,0.0,0.0,0.0,0.0
Jason Denayer,2016-2017,Sunderland,24,22,1877,20.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike van der Hoorn,2016-2017,Swansea City,8,7,662,7.4,1,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.14,0.0,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0
Gerard Deulofeu,2016-2017,Everton,11,4,460,5.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Dier,2016-2017,Tottenham,36,34,3043,33.8,2,1,3,2,0,0,6,0,0.0,0.0,0.0,0.0,0,0,0.06,0.03,0.09,0.06,0.09,0.0,0.0,0.0,0.0,0.0
Adama Diomande,2016-2017,Hull City,22,13,1171,13.0,2,0,2,2,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.15,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0
Papy Djilobodji,2016-2017,Sunderland,18,17,1578,17.5,0,0,0,0,0,0,5,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdoulaye Doucouré,2016-2017,Watford,20,14,1361,15.1,1,0,1,1,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0
Stewart Downing,2016-2017,Middlesbrough,30,24,2214,24.6,1,3,4,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.04,0.12,0.16,0.04,0.16,0.0,0.0,0.0,0.0,0.0
Danny Drinkwater,2016-2017,Leicester City,29,27,2466,27.4,1,2,3,1,0,0,6,0,0.0,0.0,0.0,0.0,0,0,0.04,0.07,0.11,0.04,0.11,0.0,0.0,0.0,0.0,0.0
Nathan Dyer,2016-2017,Swansea City,8,3,214,2.4,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.42,0.42,0.0,0.42,0.0,0.0,0.0,0.0,0.0
Ovie Ejaria,2016-2017,Liverpool,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omar Elabdellaoui,2016-2017,Hull City,8,7,615,6.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Eleftheriou,2016-2017,Watford,1,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed Elmohamady,2016-2017,Hull City,33,28,2524,28.0,0,2,2,0,0,0,3,1,0.0,0.0,0.0,0.0,0,0,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0
Mohamed Elneny,2016-2017,Arsenal,14,8,694,7.7,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0
Christian Eriksen,2016-2017,Tottenham,36,36,3157,35.1,8,15,23,8,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.23,0.43,0.66,0.23,0.66,0.0,0.0,0.0,0.0,0.0
Bernardo Espinosa,2016-2017,Middlesbrough,11,10,975,10.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonny Evans,2016-2017,West Brom,31,30,2637,29.3,2,2,4,2,0,0,8,0,0.0,0.0,0.0,0.0,0,0,0.07,0.07,0.14,0.07,0.14,0.0,0.0,0.0,0.0,0.0
Łukasz Fabiański,2016-2017,Swansea City,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fábio,2016-2017,Middlesbrough,24,21,1847,20.5,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cesc Fàbregas,2016-2017,Chelsea,29,13,1339,14.9,5,12,17,5,0,0,8,0,0.0,0.0,0.0,0.0,0,0,0.34,0.81,1.14,0.34,1.14,0.0,0.0,0.0,0.0,0.0
Adam Federici,2016-2017,Bournemouth,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane Feghouli,2016-2017,West Ham,21,11,1041,11.6,3,2,5,3,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0.26,0.17,0.43,0.26,0.43,0.0,0.0,0.0,0.0,0.0
Marouane Fellaini,2016-2017,Manchester Utd,28,18,1605,17.8,1,0,1,1,0,0,9,1,0.0,0.0,0.0,0.0,0,0,0.06,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0
Leroy Fer,2016-2017,Swansea City,34,27,2404,26.7,6,2,8,6,0,0,9,0,0.0,0.0,0.0,0.0,0,0,0.22,0.07,0.3,0.22,0.3,0.0,0.0,0.0,0.0,0.0
Edimilson Fernandes,2016-2017,West Ham,28,8,1001,11.1,0,1,1,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0
Federico Fernández,2016-2017,Swansea City,27,27,2430,27.0,0,2,2,0,0,0,7,0,0.0,0.0,0.0,0.0,0,0,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0
Fernandinho,2016-2017,Manchester City,32,31,2756,30.6,2,1,3,2,0,0,4,2,0.0,0.0,0.0,0.0,0,0,0.07,0.03,0.1,0.07,0.1,0.0,0.0,0.0,0.0,0.0
Fernando,2016-2017,Manchester City,15,5,568,6.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Field,2016-2017,West Brom,8,4,275,3.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto Firmino,2016-2017,Liverpool,35,34,3062,34.0,11,7,18,11,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.32,0.21,0.53,0.32,0.53,0.0,0.0,0.0,0.0,0.0
Viktor Fischer,2016-2017,Middlesbrough,13,6,438,4.9,0,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.62,0.62,0.0,0.62,0.0,0.0,0.0,0.0,0.0
Mathieu Flamini,2016-2017,Crystal Palace,10,3,274,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
