player,season,team,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
Danny Drinkwater,2019-2020,Aston Villa,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
Danny Drinkwater,2019-2020,Burnley,1,1,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josip Drmić,2019-2020,Norwich City,21,5,647,7.2,1,0,1,1,0,0,0,1,3.1,3.1,1.1,4.1,5,4,0.14,0.0,0.14,0.14,0.14,0.43,0.15,0.58,0.43,0.58
Martin Dúbravka,2019-2020,Newcastle Utd,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ondrej Duda,2019-2020,Norwich City,10,9,724,8.0,0,0,0,0,0,0,0,0,0.5,0.5,1.5,2.0,8,25,0.0,0.0,0.0,0.0,0.0,0.06,0.19,0.25,0.06,0.25
Shane Duffy,2019-2020,Brighton,19,12,1238,13.8,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.3,4,29,0.07,0.0,0.07,0.07,0.07,0.09,0.01,0.1,0.09,0.1
Paul Dummett,2019-2020,Newcastle Utd,16,14,1228,13.6,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,7,31,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Lewis Dunk,2019-2020,Brighton,36,36,3230,35.9,3,3,6,3,0,0,9,0,4.5,4.5,1.5,6.0,18,110,0.08,0.08,0.17,0.08,0.17,0.13,0.04,0.17,0.13,0.17
Ederson,2019-2020,Manchester City,35,35,3071,34.1,0,0,0,0,0,0,3,1,0.0,0.0,0.1,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Egan,2019-2020,Sheffield Utd,36,36,3187,35.4,2,0,2,2,0,0,5,1,2.7,2.7,0.4,3.2,6,66,0.06,0.0,0.06,0.06,0.06,0.08,0.01,0.09,0.08,0.09
Harvey Elliott,2019-2020,Liverpool,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed Elmohamady,2019-2020,Aston Villa,18,11,1031,11.5,1,1,2,1,0,0,1,0,0.2,0.2,2.8,3.0,39,47,0.09,0.09,0.17,0.09,0.17,0.02,0.24,0.26,0.02,0.26
Björn Engels,2019-2020,Aston Villa,17,15,1447,16.1,1,0,1,1,0,0,1,0,1.0,0.9,0.3,1.2,5,43,0.06,0.0,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.07
Christian Eriksen,2019-2020,Tottenham,20,10,1097,12.2,2,2,4,2,0,0,5,0,1.9,1.9,1.9,3.8,28,74,0.16,0.16,0.33,0.16,0.33,0.15,0.16,0.31,0.15,0.31
Jonny Evans,2019-2020,Leicester City,38,38,3383,37.6,1,1,2,1,0,0,8,1,3.7,3.7,0.7,4.4,31,157,0.03,0.03,0.05,0.03,0.05,0.1,0.02,0.12,0.1,0.12
Łukasz Fabiański,2019-2020,West Ham,25,25,2117,23.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabinho,2019-2020,Liverpool,28,22,2079,23.1,2,3,5,2,0,0,6,0,0.4,0.4,1.6,2.1,19,129,0.09,0.13,0.22,0.09,0.22,0.02,0.07,0.09,0.02,0.09
Ralf Fährmann,2019-2020,Norwich City,1,1,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akin Famewo,2019-2020,Norwich City,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiko Femenía,2019-2020,Watford,28,26,2237,24.9,0,0,0,0,0,0,5,0,0.1,0.1,1.4,1.5,49,85,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.06,0.01,0.06
Bruno Fernandes,2019-2020,Manchester Utd,14,14,1186,13.2,8,7,15,4,4,4,2,0,6.2,3.0,2.5,5.5,34,110,0.61,0.53,1.14,0.3,0.83,0.47,0.19,0.66,0.23,0.42
Gedson Fernandes,2019-2020,Tottenham,7,0,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,9,4,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.16,0.03,0.16
Federico Fernández,2019-2020,Newcastle Utd,32,29,2620,29.1,2,2,4,2,0,0,8,0,1.4,1.4,1.2,2.6,4,43,0.07,0.07,0.14,0.07,0.14,0.05,0.04,0.09,0.05,0.09
Fernandinho,2019-2020,Manchester City,30,26,2397,26.6,0,1,1,0,0,0,9,2,1.0,1.0,0.4,1.4,51,213,0.0,0.04,0.04,0.0,0.04,0.04,0.01,0.05,0.04,0.05
Roberto Firmino,2019-2020,Liverpool,38,34,2988,33.2,9,8,17,9,0,0,0,0,14.0,14.0,6.5,20.5,90,111,0.27,0.24,0.51,0.27,0.51,0.42,0.2,0.62,0.42,0.62
John Fleck,2019-2020,Sheffield Utd,30,28,2516,28.0,5,2,7,5,0,0,8,0,3.1,3.1,3.4,6.5,48,139,0.18,0.07,0.25,0.18,0.25,0.11,0.12,0.23,0.11,0.23
Phil Foden,2019-2020,Manchester City,23,9,901,10.0,5,2,7,5,0,0,0,0,3.3,3.3,1.2,4.5,36,49,0.5,0.2,0.7,0.5,0.7,0.33,0.12,0.45,0.33,0.45
Pablo Fornals,2019-2020,West Ham,36,24,2172,24.1,2,5,7,2,0,0,3,0,2.3,2.3,2.5,4.8,45,91,0.08,0.21,0.29,0.08,0.29,0.1,0.1,0.2,0.1,0.2
Ben Foster,2019-2020,Watford,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timothy Fosu-Mensah,2019-2020,Manchester Utd,3,2,136,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4,4,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.11,0.05,0.11
Dimitri Foulquier,2019-2020,Watford,3,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Foyth,2019-2020,Tottenham,4,1,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
Simon Francis,2019-2020,Bournemouth,15,10,969,10.8,0,0,0,0,0,0,5,1,0.1,0.1,0.2,0.4,5,26,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
Ryan Fraser,2019-2020,Bournemouth,28,21,2067,23.0,1,4,5,1,0,0,2,0,3.7,3.7,3.9,7.6,99,100,0.04,0.17,0.22,0.04,0.22,0.16,0.17,0.33,0.16,0.33
Fred,2019-2020,Manchester Utd,29,23,2163,24.0,0,0,0,0,0,0,8,0,1.7,1.7,2.1,3.8,28,158,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16
Ryan Fredericks,2019-2020,West Ham,27,25,2237,24.9,0,3,3,0,0,0,7,0,0.1,0.1,2.6,2.7,63,72,0.0,0.12,0.12,0.0,0.12,0.01,0.1,0.11,0.01,0.11
Kieron Freeman,2019-2020,Sheffield Utd,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Freeman,2019-2020,Sheffield Utd,11,3,366,4.1,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.2,14,20,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06
Christian Fuchs,2019-2020,Leicester City,11,8,772,8.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,8,46,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
Eric García,2019-2020,Manchester City,13,8,793,8.8,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,7,53,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
James Garner,2019-2020,Manchester Utd,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight Gayle,2019-2020,Newcastle Utd,20,10,850,9.4,4,2,6,4,0,0,2,0,4.3,4.3,0.8,5.1,7,7,0.42,0.21,0.64,0.42,0.64,0.46,0.09,0.54,0.46,0.54
Paulo Gazzaniga,2019-2020,Tottenham,18,17,1613,17.9,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Jean-Philippe Gbamin,2019-2020,Everton,2,1,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David de Gea,2019-2020,Manchester Utd,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anwar El Ghazi,2019-2020,Aston Villa,34,26,2051,22.8,4,4,8,3,1,1,3,0,6.2,5.4,2.7,8.2,65,47,0.18,0.18,0.35,0.13,0.31,0.27,0.12,0.39,0.24,0.36
Morgan Gibbs-White,2019-2020,Wolves,7,1,129,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,6,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13
Billy Gilmour,2019-2020,Chelsea,6,2,194,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,4,11,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07
Olivier Giroud,2019-2020,Chelsea,18,12,993,11.0,8,0,8,8,0,0,1,0,7.3,7.3,0.9,8.2,6,7,0.73,0.0,0.73,0.73,0.73,0.66,0.08,0.74,0.66,0.74
Ben Godfrey,2019-2020,Norwich City,30,30,2644,29.4,0,0,0,0,0,0,3,1,0.7,0.7,0.1,0.8,23,76,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03
André Gomes,2019-2020,Everton,19,17,1458,16.2,0,1,1,0,0,0,6,0,0.2,0.2,1.1,1.2,10,105,0.0,0.06,0.06,0.0,0.06,0.01,0.07,0.08,0.01,0.08
Angel Gomes,2019-2020,Manchester Utd,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.59,0.0,0.59
Joe Gomez,2019-2020,Liverpool,28,22,2004,22.3,0,0,0,0,0,0,7,0,0.0,0.0,0.2,0.2,17,115,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Anthony Gordon,2019-2020,Everton,11,4,440,4.9,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.7,13,9,0.0,0.2,0.2,0.0,0.2,0.06,0.08,0.14,0.06,0.14
Dan Gosling,2019-2020,Bournemouth,24,14,1264,14.0,3,1,4,3,0,0,3,0,2.9,2.9,1.1,4.0,10,55,0.21,0.07,0.28,0.21,0.28,0.21,0.08,0.28,0.21,0.28
Andre Gray,2019-2020,Watford,23,7,755,8.4,2,0,2,2,0,0,1,0,2.4,2.4,1.8,4.2,6,15,0.24,0.0,0.24,0.24,0.24,0.29,0.21,0.5,0.29,0.5
Demarai Gray,2019-2020,Leicester City,21,3,622,6.9,2,3,5,2,0,1,1,0,2.8,2.0,2.1,4.0,40,21,0.29,0.43,0.72,0.29,0.72,0.4,0.3,0.7,0.28,0.59
Jack Grealish,2019-2020,Aston Villa,36,36,3233,35.9,8,6,14,8,0,1,8,0,6.8,6.0,7.4,13.4,212,197,0.22,0.17,0.39,0.22,0.39,0.19,0.21,0.4,0.17,0.37
Mason Greenwood,2019-2020,Manchester Utd,31,12,1320,14.7,10,1,11,10,0,0,0,0,2.9,2.9,1.0,3.9,32,37,0.68,0.07,0.75,0.68,0.75,0.2,0.07,0.27,0.2,0.27
Pascal Groß,2019-2020,Brighton,29,22,1796,20.0,2,4,6,2,0,0,4,0,1.6,1.6,5.3,6.9,36,135,0.1,0.2,0.3,0.1,0.3,0.08,0.26,0.34,0.08,0.34
Vicente Guaita,2019-2020,Crystal Palace,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattéo Guendouzi,2019-2020,Arsenal,24,19,1748,19.4,0,1,1,0,0,0,6,0,0.8,0.8,1.1,1.9,50,160,0.0,0.05,0.05,0.0,0.05,0.04,0.06,0.1,0.04,0.1
Frederic Guilbert,2019-2020,Aston Villa,25,22,2041,22.7,0,2,2,0,0,0,7,0,0.3,0.3,1.5,1.9,56,81,0.0,0.09,0.09,0.0,0.09,0.02,0.07,0.08,0.02,0.08
İlkay Gündoğan,2019-2020,Manchester City,31,21,2020,22.4,2,1,3,1,1,2,7,0,4.0,2.4,2.1,4.5,39,202,0.09,0.04,0.13,0.04,0.09,0.18,0.1,0.27,0.11,0.2
Angus Gunn,2019-2020,Southampton,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sébastien Haller,2019-2020,West Ham,32,24,2266,25.2,7,1,8,7,0,0,1,0,8.0,8.0,2.5,10.5,17,59,0.28,0.04,0.32,0.28,0.32,0.32,0.1,0.42,0.32,0.42
Grant Hanley,2019-2020,Norwich City,15,14,1262,14.0,0,0,0,0,0,0,4,0,0.6,0.6,0.0,0.6,0,17,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
Kortney Hause,2019-2020,Aston Villa,18,17,1545,17.2,1,0,1,1,0,0,3,0,2.5,2.5,0.5,2.9,8,46,0.06,0.0,0.06,0.06,0.06,0.14,0.03,0.17,0.14,0.17
Isaac Hayden,2019-2020,Newcastle Utd,29,26,2223,24.7,1,2,3,1,0,0,4,1,1.2,1.2,2.3,3.5,24,52,0.04,0.08,0.12,0.04,0.12,0.05,0.09,0.14,0.05,0.14
Tom Heaton,2019-2020,Aston Villa,20,20,1794,19.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean Henderson,2019-2020,Sheffield Utd,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Henderson,2019-2020,Liverpool,30,26,2238,24.9,4,5,9,4,0,0,2,0,1.1,1.1,3.1,4.2,51,197,0.16,0.2,0.36,0.16,0.36,0.04,0.13,0.17,0.04,0.17
Jeff Hendrick,2019-2020,Burnley,24,22,1931,21.5,2,2,4,2,0,0,8,0,1.7,1.7,1.6,3.3,24,40,0.09,0.09,0.19,0.09,0.19,0.08,0.07,0.16,0.08,0.16
Wayne Hennessey,2019-2020,Crystal Palace,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javier Hernández,2019-2020,West Ham,2,1,107,1.2,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,0,3,0.84,0.0,0.84,0.84,0.84,0.82,0.0,0.82,0.82,0.82
Onel Hernández,2019-2020,Norwich City,26,14,1384,15.4,1,2,3,1,0,0,0,0,2.2,2.2,0.9,3.2,72,22,0.07,0.13,0.2,0.07,0.2,0.15,0.06,0.21,0.15,0.21
Son Heung-min,2019-2020,Tottenham,30,28,2476,27.5,11,10,21,11,0,1,0,2,8.9,8.0,6.4,14.4,90,71,0.4,0.36,0.76,0.4,0.76,0.32,0.23,0.56,0.29,0.53
George Hirst,2019-2020,Leicester City,2,0,11,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,1.21,1.21,1.21
Rob Holding,2019-2020,Arsenal,8,6,581,6.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3,16,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
José Holebas,2019-2020,Watford,14,11,1025,11.4,0,0,0,0,0,0,5,0,0.3,0.3,0.7,1.1,23,51,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09
Mason Holgate,2019-2020,Everton,27,24,2054,22.8,0,3,3,0,0,0,5,0,1.7,1.7,0.7,2.4,18,58,0.0,0.13,0.13,0.0,0.13,0.08,0.03,0.1,0.08,0.1
Nathan Holland,2019-2020,West Ham,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
Conor Hourihane,2019-2020,Aston Villa,27,18,1534,17.0,3,5,8,3,0,0,4,0,1.7,1.7,6.0,7.7,9,75,0.18,0.29,0.47,0.18,0.47,0.1,0.35,0.45,0.1,0.45
Callum Hudson-Odoi,2019-2020,Chelsea,22,7,863,9.6,1,5,6,1,0,0,1,0,1.9,1.9,2.0,4.0,63,43,0.1,0.52,0.63,0.1,0.63,0.2,0.21,0.41,0.2,0.41
Will Hughes,2019-2020,Watford,30,27,2252,25.0,1,1,2,1,0,0,9,0,2.3,2.3,2.1,4.4,40,87,0.04,0.04,0.08,0.04,0.08,0.09,0.08,0.17,0.09,0.17
Pierre Højbjerg,2019-2020,Southampton,33,30,2752,30.6,0,1,1,0,0,0,5,0,3.2,3.2,1.8,5.0,33,219,0.0,0.03,0.03,0.0,0.03,0.11,0.06,0.16,0.11,0.16
Jordon Ibe,2019-2020,Bournemouth,2,0,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Idah,2019-2020,Norwich City,12,1,228,2.5,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.1,5,2,0.0,0.0,0.0,0.0,0.0,0.4,0.02,0.41,0.4,0.41
Odion Ighalo,2019-2020,Manchester Utd,11,0,101,1.1,0,0,0,0,0,0,0,0,1.9,1.9,0.1,2.0,2,2,0.0,0.0,0.0,0.0,0.0,1.68,0.07,1.75,1.68,1.75
Kelechi Iheanacho,2019-2020,Leicester City,20,12,960,10.7,5,3,8,5,0,0,1,0,6.0,6.0,2.6,8.6,22,29,0.47,0.28,0.75,0.47,0.75,0.56,0.24,0.8,0.56,0.8
Danny Ings,2019-2020,Southampton,38,32,2804,31.2,22,2,24,21,1,2,3,0,16.2,14.7,2.7,17.3,50,75,0.71,0.06,0.77,0.67,0.74,0.52,0.09,0.61,0.47,0.56
Alex Iwobi,2019-2020,Everton,25,19,1596,17.7,1,0,1,1,0,0,0,0,2.5,2.5,1.9,4.4,60,106,0.06,0.0,0.06,0.06,0.06,0.14,0.11,0.25,0.14,0.25
Phil Jagielka,2019-2020,Sheffield Utd,6,2,244,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alireza Jahanbakhsh,2019-2020,Brighton,10,3,311,3.5,2,0,2,2,0,0,0,0,0.6,0.6,0.6,1.2,8,12,0.58,0.0,0.58,0.58,0.58,0.17,0.18,0.35,0.17,0.35
Daniel James,2019-2020,Manchester Utd,33,26,2287,25.4,3,6,9,3,0,0,4,0,3.1,3.1,3.9,7.0,140,60,0.12,0.24,0.35,0.12,0.35,0.12,0.15,0.28,0.12,0.28
Matty James,2019-2020,Leicester City,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reece James,2019-2020,Chelsea,24,16,1515,16.8,0,2,2,0,0,0,1,0,0.8,0.8,2.7,3.5,43,98,0.0,0.12,0.12,0.0,0.12,0.04,0.16,0.21,0.04,0.21
Daryl Janmaat,2019-2020,Watford,8,7,607,6.7,0,1,1,0,0,0,1,0,0.3,0.3,0.5,0.8,15,29,0.0,0.15,0.15,0.0,0.15,0.04,0.07,0.11,0.04,0.11
Gabriel Jesus,2019-2020,Manchester City,34,21,2030,22.6,14,7,21,14,0,1,3,0,18.2,17.4,3.2,20.6,55,37,0.62,0.31,0.93,0.62,0.93,0.81,0.14,0.95,0.77,0.91
Raúl Jiménez,2019-2020,Wolves,38,37,3236,36.0,17,6,23,13,4,4,3,0,16.6,13.4,7.0,20.4,89,102,0.47,0.17,0.64,0.36,0.53,0.46,0.19,0.65,0.37,0.57
João Pedro,2019-2020,Watford,3,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18
Joelinton,2019-2020,Newcastle Utd,38,32,2683,29.8,2,2,4,2,0,0,7,0,5.5,5.5,2.9,8.3,47,56,0.07,0.07,0.13,0.07,0.13,0.18,0.1,0.28,0.18,0.28
Ben Johnson,2019-2020,West Ham,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,19,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Curtis Jones,2019-2020,Liverpool,6,1,126,1.4,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,4,9,0.71,0.0,0.71,0.71,0.71,0.32,0.0,0.32,0.32,0.32
Phil Jones,2019-2020,Manchester Utd,2,2,135,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,7,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
Bruno Jordão,2019-2020,Wolves,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.82,0.0,0.82
Jorginho,2019-2020,Chelsea,31,27,2379,26.4,4,2,6,1,3,3,10,0,3.2,0.9,2.8,3.7,24,218,0.15,0.08,0.23,0.04,0.11,0.12,0.11,0.23,0.03,0.14
Jota,2019-2020,Aston Villa,10,4,335,3.7,0,1,1,0,0,0,0,0,0.3,0.3,0.6,0.9,10,14,0.0,0.27,0.27,0.0,0.27,0.08,0.15,0.23,0.08,0.23
Diogo Jota,2019-2020,Wolves,34,27,2284,25.4,7,1,8,7,0,0,4,0,11.5,11.5,2.7,14.2,131,68,0.28,0.04,0.32,0.28,0.32,0.45,0.11,0.56,0.45,0.56
James Justin,2019-2020,Leicester City,13,11,1012,11.2,0,1,1,0,0,0,1,0,0.3,0.3,1.0,1.3,30,56,0.0,0.09,0.09,0.0,0.09,0.03,0.09,0.11,0.03,0.11
Christian Kabasele,2019-2020,Watford,27,26,2250,25.0,0,2,2,0,0,0,3,2,0.9,0.9,0.9,1.8,1,36,0.0,0.08,0.08,0.0,0.08,0.04,0.03,0.07,0.04,0.07
Harry Kane,2019-2020,Tottenham,29,29,2587,28.7,18,2,20,16,2,2,4,0,12.5,10.9,3.3,14.2,46,76,0.63,0.07,0.7,0.56,0.63,0.43,0.11,0.55,0.38,0.49
N'Golo Kanté,2019-2020,Chelsea,22,20,1732,19.2,3,0,3,3,0,0,4,0,1.4,1.4,1.5,2.9,41,132,0.16,0.0,0.16,0.16,0.16,0.07,0.08,0.15,0.07,0.15
Moise Kean,2019-2020,Everton,29,6,852,9.5,2,2,4,2,0,0,1,0,4.0,4.0,2.0,6.0,26,12,0.21,0.21,0.42,0.21,0.42,0.42,0.21,0.63,0.42,0.63
Michael Keane,2019-2020,Everton,31,28,2559,28.4,2,0,2,2,0,0,3,0,1.9,1.9,0.7,2.5,9,84,0.07,0.0,0.07,0.07,0.07,0.07,0.02,0.09,0.07,0.09
Naby Keïta,2019-2020,Liverpool,18,9,815,9.1,2,3,5,2,0,0,1,0,1.6,1.6,2.7,4.4,35,69,0.22,0.33,0.55,0.22,0.55,0.18,0.3,0.48,0.18,0.48
Lloyd Kelly,2019-2020,Bournemouth,8,7,639,7.1,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.05
Martin Kelly,2019-2020,Crystal Palace,19,17,1549,17.2,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.9,6,35,0.0,0.06,0.06,0.0,0.06,0.0,0.05,0.05,0.0,0.05
Max Kilman,2019-2020,Wolves,3,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua King,2019-2020,Bournemouth,26,24,2011,22.3,6,4,10,3,3,3,0,0,6.5,4.1,4.1,8.2,60,46,0.27,0.18,0.45,0.13,0.31,0.29,0.18,0.47,0.18,0.37
Timm Klose,2019-2020,Norwich City,7,7,585,6.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,17,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Jonathan Kodjia,2019-2020,Aston Villa,6,0,117,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4,1,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14
Sead Kolašinac,2019-2020,Arsenal,26,19,1701,18.9,0,2,2,0,0,0,4,0,0.4,0.4,1.3,1.7,36,74,0.0,0.11,0.11,0.0,0.11,0.02,0.07,0.09,0.02,0.09
Ezri Konsa,2019-2020,Aston Villa,25,24,2039,22.7,1,2,3,1,0,0,3,0,1.5,1.5,1.0,2.4,8,53,0.04,0.09,0.13,0.04,0.13,0.06,0.04,0.11,0.06,0.11
Cheikhou Kouyaté,2019-2020,Crystal Palace,35,29,2528,28.1,1,1,2,1,0,0,4,0,2.7,2.7,0.9,3.6,12,64,0.04,0.04,0.07,0.04,0.07,0.1,0.03,0.13,0.1,0.13
Mateo Kovačić,2019-2020,Chelsea,31,23,2073,23.0,1,3,4,1,0,0,8,0,0.9,0.9,1.8,2.7,72,215,0.04,0.13,0.17,0.04,0.17,0.04,0.08,0.12,0.04,0.12
Emil Krafth,2019-2020,Newcastle Utd,17,11,1020,11.3,0,1,1,0,0,0,0,0,0.3,0.3,0.6,1.0,11,19,0.0,0.09,0.09,0.0,0.09,0.03,0.06,0.08,0.03,0.08
Tim Krul,2019-2020,Norwich City,36,36,3240,36.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
