player,season,team,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
Stephan Andersen,2011-2012,Evian,30,29,2640,29.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin André,2011-2012,Ajaccio,33,30,2646,29.4,4,2,6,4,0,0,11,0,0.0,0.0,0.0,0.0,0,0,0.14,0.07,0.2,0.14,0.2,0.0,0.0,0.0,0.0,0.0
Benjamin Angoua,2011-2012,Valenciennes,20,20,1726,19.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aldo Angoula,2011-2012,Evian,30,29,2576,28.6,2,0,2,2,0,0,8,1,0.0,0.0,0.0,0.0,0,0,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0
Kévin Anin,2011-2012,Nice,13,11,865,9.6,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kévin Anin,2011-2012,Sochaux,14,14,1260,14.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onyekachi Apam,2011-2012,Rennes,12,12,915,10.2,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sylvain Armand,2011-2012,Paris S-G,23,8,875,9.7,1,1,2,1,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.1,0.1,0.21,0.1,0.21,0.0,0.0,0.0,0.0,0.0
Pierre-Emerick Aubameyang,2011-2012,Saint-Étienne,36,36,3141,34.9,16,7,23,16,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.46,0.2,0.66,0.46,0.66,0.0,0.0,0.0,0.0,0.0
Fabien Audard,2011-2012,Lorient,29,29,2465,27.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serge Aurier,2011-2012,Toulouse,10,9,780,8.7,1,0,1,1,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0
Mathias Autret,2011-2012,Lorient,27,17,1499,16.7,2,0,2,2,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0
André Ayew,2011-2012,Marseille,26,23,1984,22.0,8,0,8,8,0,1,6,0,0.0,0.0,0.0,0.0,0,0,0.36,0.0,0.36,0.36,0.36,0.0,0.0,0.0,0.0,0.0
Jordan Ayew,2011-2012,Marseille,34,17,1694,18.8,3,3,6,3,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.16,0.16,0.32,0.16,0.32,0.0,0.0,0.0,0.0,0.0
Jonathan Ayité,2011-2012,Brest,6,3,263,2.9,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.34,0.34,0.0,0.34,0.0,0.0,0.0,0.0,0.0
César Azpilicueta,2011-2012,Marseille,30,27,2520,28.0,1,1,2,1,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.04,0.04,0.07,0.04,0.07,0.0,0.0,0.0,0.0,0.0
Adama Ba,2011-2012,Brest,8,0,137,1.5,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.66,0.66,0.0,0.66,0.0,0.0,0.0,0.0,0.0
Maxime Baca,2011-2012,Lorient,24,16,1553,17.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Christophe Bahebeck,2011-2012,Paris S-G,8,0,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stéphane Bahoken,2011-2012,Nice,5,0,74,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cédric Bakambu,2011-2012,Sochaux,21,9,866,9.6,3,0,3,3,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.31,0.0,0.31,0.31,0.31,0.0,0.0,0.0,0.0,0.0
Djamel Bakar,2011-2012,Nancy,34,26,2291,25.5,4,1,5,4,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.16,0.04,0.2,0.16,0.2,0.0,0.0,0.0,0.0,0.0
Florent Balmont,2011-2012,Lille,30,30,2402,26.7,2,0,2,2,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0
Abdoulaye Bamba,2011-2012,Dijon,24,21,2031,22.6,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Momar Bangoura,2011-2012,Marseille,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sekou Baradji,2011-2012,Dijon,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cédric Barbosa,2011-2012,Evian,28,23,1801,20.0,8,7,15,8,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.4,0.35,0.75,0.4,0.75,0.0,0.0,0.0,0.0,0.0
Maxime Barthelmé,2011-2012,Lorient,9,4,299,3.3,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
Marko Baša,2011-2012,Lille,22,22,1784,19.8,2,0,2,2,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Michel Bastos,2011-2012,Lyon,26,23,2083,23.1,6,8,14,5,1,1,2,0,0.0,0.0,0.0,0.0,0,0,0.26,0.35,0.6,0.22,0.56,0.0,0.0,0.0,0.0,0.0
Laurent Batlles,2011-2012,Saint-Étienne,36,12,1359,15.1,4,4,8,4,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.26,0.26,0.53,0.26,0.53,0.0,0.0,0.0,0.0,0.0
Éric Bauthéac,2011-2012,Dijon,34,28,2476,27.5,3,5,8,2,1,1,5,0,0.0,0.0,0.0,0.0,0,0,0.11,0.18,0.29,0.07,0.25,0.0,0.0,0.0,0.0,0.0
Moustapha Bayal Sall,2011-2012,Nancy,2,1,104,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Baysse,2011-2012,Brest,34,33,2988,33.2,1,0,1,1,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0
Henri Bedimo,2011-2012,Montpellier,36,36,3234,35.9,1,1,2,1,0,0,6,0,0.0,0.0,0.0,0.0,0,0,0.03,0.03,0.06,0.03,0.06,0.0,0.0,0.0,0.0,0.0
Fabrice Begeorgi,2011-2012,Ajaccio,3,3,245,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ishak Belfodil,2011-2012,Lyon,7,1,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Younès Belhanda,2011-2012,Montpellier,28,26,2225,24.7,12,4,16,7,5,5,4,2,0.0,0.0,0.0,0.0,0,0,0.49,0.16,0.65,0.28,0.44,0.0,0.0,0.0,0.0,0.0
David Bellion,2011-2012,Bordeaux,12,4,401,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden Ben Basat,2011-2012,Brest,32,26,2334,25.9,4,2,6,4,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.15,0.08,0.23,0.15,0.23,0.0,0.0,0.0,0.0,0.0
Fahid Ben Khalfallah,2011-2012,Bordeaux,15,7,647,7.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wissam Ben Yedder,2011-2012,Toulouse,9,0,194,2.2,1,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.46,0.0,0.46,0.46,0.46,0.0,0.0,0.0,0.0,0.0
Yassine Benzia,2011-2012,Lyon,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florin Berenguer,2011-2012,Dijon,16,10,858,9.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal Berenguer,2011-2012,Nancy,2,2,141,1.6,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gonzalo Bergessio,2011-2012,Saint-Étienne,2,2,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franck Béria,2011-2012,Lille,32,32,2798,31.1,0,1,1,0,0,0,8,0,0.0,0.0,0.0,0.0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Kévin Bérigaud,2011-2012,Evian,19,9,957,10.6,6,0,6,6,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.56,0.0,0.56,0.56,0.56,0.0,0.0,0.0,0.0,0.0
Jérémy Berthod,2011-2012,Auxerre,15,14,1227,13.6,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoann Bigné,2011-2012,Brest,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milan Biševac,2011-2012,Paris S-G,19,17,1544,17.2,1,1,2,1,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.06,0.06,0.12,0.06,0.12,0.0,0.0,0.0,0.0,0.0
Garry Bocaly,2011-2012,Montpellier,34,33,2966,33.0,0,3,3,0,0,0,6,0,0.0,0.0,0.0,0.0,0,0,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0
Carlos Bocanegra,2011-2012,Saint-Étienne,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu Bodmer,2011-2012,Paris S-G,31,21,2047,22.7,1,3,4,1,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.04,0.13,0.18,0.04,0.18,0.0,0.0,0.0,0.0,0.0
Willy Boly,2011-2012,Auxerre,33,32,2850,31.7,1,0,1,1,0,0,4,1,0.0,0.0,0.0,0.0,0,0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0
Gaëtan Bong,2011-2012,Valenciennes,28,27,2399,26.7,0,1,1,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0
Laurent Bonnart,2011-2012,Lille,11,7,754,8.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexy Bosetti,2011-2012,Nice,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryad Boudebouz,2011-2012,Sochaux,36,34,3039,33.8,6,6,12,3,3,3,3,0,0.0,0.0,0.0,0.0,0,0,0.18,0.18,0.36,0.09,0.27,0.0,0.0,0.0,0.0,0.0
Samuel Bouhours,2011-2012,Ajaccio,25,25,2014,22.4,0,1,1,0,0,0,5,2,0.0,0.0,0.0,0.0,0,0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0
Razak Boukari,2011-2012,Rennes,20,7,769,8.5,3,2,5,3,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.35,0.23,0.59,0.35,0.59,0.0,0.0,0.0,0.0,0.0
Petrus Boumal,2011-2012,Sochaux,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grégory Bourillon,2011-2012,Lorient,20,20,1788,19.9,1,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0
John Boye,2011-2012,Rennes,19,14,1307,14.5,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Braaten,2011-2012,Toulouse,31,12,1409,15.7,1,0,1,1,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.06,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0
Yacine Brahimi,2011-2012,Rennes,17,6,694,7.7,2,1,3,2,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.26,0.13,0.39,0.26,0.39,0.0,0.0,0.0,0.0,0.0
Brandão,2011-2012,Marseille,17,9,877,9.7,1,1,2,1,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.1,0.1,0.21,0.1,0.21,0.0,0.0,0.0,0.0,0.0
Jérémie Bréchet,2011-2012,Sochaux,5,4,445,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Briand,2011-2012,Lyon,37,30,2508,27.9,9,5,14,9,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.32,0.18,0.5,0.32,0.5,0.0,0.0,0.0,0.0,0.0
Jonathan Brison,2011-2012,Saint-Étienne,4,3,230,2.6,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.39,0.39,0.0,0.39,0.0,0.0,0.0,0.0,0.0
Jonathan Brison,2011-2012,Nancy,10,9,727,8.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gianni Bruno,2011-2012,Lille,10,0,119,1.3,1,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.76,0.0,0.76,0.76,0.76,0.0,0.0,0.0,0.0,0.0
Frédéric Bulot,2011-2012,Caen,38,35,3000,33.3,4,7,11,4,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.12,0.21,0.33,0.12,0.33,0.0,0.0,0.0,0.0,0.0
Umut Bulut,2011-2012,Toulouse,31,17,1715,19.1,5,0,5,5,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.26,0.0,0.26,0.26,0.26,0.0,0.0,0.0,0.0,0.0
Édouard Butin,2011-2012,Sochaux,25,22,1763,19.6,6,4,10,6,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.31,0.2,0.51,0.31,0.51,0.0,0.0,0.0,0.0,0.0
Rémy Cabella,2011-2012,Montpellier,29,16,1440,16.0,3,2,5,3,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.19,0.12,0.31,0.19,0.31,0.0,0.0,0.0,0.0,0.0
Raphaël Cacérès,2011-2012,Dijon,2,0,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean Calvé,2011-2012,Nancy,8,7,596,6.6,1,2,3,1,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.15,0.3,0.45,0.15,0.45,0.0,0.0,0.0,0.0,0.0
Abdoul Camara,2011-2012,Rennes,2,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdoul Camara,2011-2012,Sochaux,21,10,874,9.7,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Souleymane Camara,2011-2012,Montpellier,33,19,1936,21.5,9,5,14,9,0,1,1,0,0.0,0.0,0.0,0.0,0,0,0.42,0.23,0.65,0.42,0.65,0.0,0.0,0.0,0.0,0.0
Zoumana Camara,2011-2012,Paris S-G,19,17,1618,18.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cédric Cambon,2011-2012,Evian,33,32,2905,32.3,3,0,3,3,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0
Joel Campbell,2011-2012,Lorient,25,11,1180,13.1,3,1,4,3,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.23,0.08,0.31,0.23,0.31,0.0,0.0,0.0,0.0,0.0
David Camps,2011-2012,Auxerre,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Étienne Capoue,2011-2012,Toulouse,33,31,2819,31.3,3,4,7,3,0,0,8,1,0.0,0.0,0.0,0.0,0,0,0.1,0.13,0.22,0.1,0.22,0.0,0.0,0.0,0.0,0.0
Lionel Cappone,2011-2012,Brest,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlão,2011-2012,Sochaux,21,19,1415,15.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cédric Carrasso,2011-2012,Bordeaux,37,37,3315,36.8,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johan Cavalli,2011-2012,Ajaccio,31,29,2260,25.1,4,5,9,4,0,1,12,1,0.0,0.0,0.0,0.0,0,0,0.16,0.2,0.36,0.16,0.36,0.0,0.0,0.0,0.0,0.0
Ceará,2011-2012,Paris S-G,24,17,1525,16.9,1,0,1,1,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.06,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0
Mauro Cetto,2011-2012,Lille,7,6,577,6.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamel Chafni,2011-2012,Auxerre,31,26,2261,25.1,2,4,6,2,0,0,8,1,0.0,0.0,0.0,0.0,0,0,0.08,0.16,0.24,0.08,0.24,0.0,0.0,0.0,0.0,0.0
Florent Chaigneau,2011-2012,Lorient,3,2,255,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthieu Chalmé,2011-2012,Bordeaux,8,8,654,7.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clément Chantôme,2011-2012,Paris S-G,15,8,839,9.3,0,3,3,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.32,0.32,0.0,0.32,0.0,0.0,0.0,0.0,0.0
Aurélien Chedjou,2011-2012,Lille,27,27,2344,26.0,5,0,5,5,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.19,0.0,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0
Benoît Cheyrou,2011-2012,Marseille,33,27,2497,27.7,4,0,4,4,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.14,0.0,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0
Michaël Chrétien,2011-2012,Nancy,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michaël Ciani,2011-2012,Bordeaux,31,30,2662,29.6,1,1,2,1,0,0,6,0,0.0,0.0,0.0,0.0,0,0,0.03,0.03,0.07,0.03,0.07,0.0,0.0,0.0,0.0,0.0
Édouard Cissé,2011-2012,Auxerre,28,27,2393,26.6,2,1,3,2,0,0,10,0,0.0,0.0,0.0,0.0,0,0,0.08,0.04,0.11,0.08,0.11,0.0,0.0,0.0,0.0,0.0
Aly Cissokho,2011-2012,Lyon,31,30,2714,30.2,0,1,1,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Renato Civelli,2011-2012,Nice,34,34,3055,33.9,4,4,8,4,0,0,5,1,0.0,0.0,0.0,0.0,0,0,0.12,0.12,0.24,0.12,0.24,0.0,0.0,0.0,0.0,0.0
Jérémy Clément,2011-2012,Saint-Étienne,35,35,3104,34.5,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
François Clerc,2011-2012,Nice,32,32,2837,31.5,4,2,6,4,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.13,0.06,0.19,0.13,0.19,0.0,0.0,0.0,0.0,0.0
Renaud Cohade,2011-2012,Valenciennes,35,34,2957,32.9,7,5,12,6,1,1,6,0,0.0,0.0,0.0,0.0,0,0,0.21,0.15,0.37,0.18,0.33,0.0,0.0,0.0,0.0,0.0
Joe Cole,2011-2012,Lille,32,20,1768,19.6,4,3,7,4,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.2,0.15,0.36,0.2,0.36,0.0,0.0,0.0,0.0,0.0
Daniel Congré,2011-2012,Toulouse,37,37,3330,37.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roy Contout,2011-2012,Auxerre,37,16,1819,20.2,5,5,10,5,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.25,0.25,0.49,0.25,0.49,0.0,0.0,0.0,0.0,0.0
Sébastien Corchia,2011-2012,Sochaux,31,28,2522,28.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Corgnet,2011-2012,Dijon,36,35,2975,33.1,8,2,10,8,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.24,0.06,0.3,0.24,0.3,0.0,0.0,0.0,0.0,0.0
Benoît Costil,2011-2012,Rennes,37,37,3330,37.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adama Coulibaly,2011-2012,Auxerre,8,8,681,7.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kafoumba Coulibaly,2011-2012,Nice,28,26,2419,26.9,1,3,4,1,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.04,0.11,0.15,0.04,0.15,0.0,0.0,0.0,0.0,0.0
Ousmane Coulibaly,2011-2012,Brest,18,17,1519,16.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mehdi Courgnaud,2011-2012,Dijon,11,4,477,5.3,0,1,1,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.19,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0
Mathieu Coutadeur,2011-2012,Lorient,30,24,2110,23.4,2,1,3,2,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.09,0.04,0.13,0.09,0.13,0.0,0.0,0.0,0.0,0.0
Cris,2011-2012,Lyon,20,20,1734,19.3,2,0,2,2,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Pierrick Cros,2011-2012,Sochaux,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierrick Cros,2011-2012,Saint-Étienne,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhon Culma,2011-2012,Brest,21,20,1689,18.8,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandre Cuvillier,2011-2012,Nancy,8,2,240,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouhamadou Dabo,2011-2012,Lyon,15,11,961,10.7,0,1,1,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0
Omar Daf,2011-2012,Brest,16,15,1300,14.4,1,0,1,1,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0
Stéphane Dalmat,2011-2012,Rennes,4,0,49,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,1.84,1.84,0.0,1.84,0.0,0.0,0.0,0.0,0.0
Gaël Danic,2011-2012,Valenciennes,34,33,2839,31.5,7,2,9,4,3,3,2,0,0.0,0.0,0.0,0.0,0,0,0.22,0.06,0.29,0.13,0.19,0.0,0.0,0.0,0.0,0.0
Romain Danzé,2011-2012,Rennes,32,28,2698,30.0,1,3,4,1,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.03,0.1,0.13,0.03,0.13,0.0,0.0,0.0,0.0,0.0
Charlie Davies,2011-2012,Sochaux,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
