player,season,team,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
Fausto Tienza,2012-2013,Betis,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Timor,2012-2013,Osasuna,16,10,937,10.4,1,2,3,0,1,1,3,1,0.0,0.0,0.0,0.0,0,0,0.1,0.19,0.29,0.0,0.19,0.0,0.0,0.0,0.0,0.0
Fernando Tissone,2012-2013,Mallorca,15,12,1091,12.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tito,2012-2013,Rayo Vallecano,33,31,2744,30.5,1,0,1,1,0,0,9,0,0.0,0.0,0.0,0.0,0,0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0
Joan Tomàs,2012-2013,Celta Vigo,4,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toni Dovale,2012-2013,Celta Vigo,14,0,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toño,2012-2013,Granada,24,24,2160,24.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Took,2012-2013,Mallorca,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaizka Toquero,2012-2013,Athletic Club,16,1,234,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Torje,2012-2013,Granada,34,28,2188,24.3,3,0,3,3,0,0,6,0,0.0,0.0,0.0,0.0,0,0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0
Miguel Torres,2012-2013,Getafe,21,20,1739,19.3,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Óliver Torres,2012-2013,Atlético Madrid,8,0,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto Torres,2012-2013,Osasuna,5,1,176,2.0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.51,0.0,0.51,0.51,0.51,0.0,0.0,0.0,0.0,0.0
Xavi Torres,2012-2013,Getafe,35,32,2818,31.3,0,2,2,0,0,0,7,0,0.0,0.0,0.0,0.0,0,0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0
Jérémy Toulalan,2012-2013,Málaga,19,18,1546,17.2,0,1,1,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0
Roberto Trashorras,2012-2013,Rayo Vallecano,35,31,2727,30.3,1,4,5,1,0,0,6,0,0.0,0.0,0.0,0.0,0,0,0.03,0.13,0.17,0.03,0.17,0.0,0.0,0.0,0.0,0.0
Piotr Trochowski,2012-2013,Sevilla,6,6,433,4.8,2,0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.42,0.0,0.42,0.42,0.42,0.0,0.0,0.0,0.0,0.0
Andrés Túñez,2012-2013,Celta Vigo,30,30,2700,30.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arda Turan,2012-2013,Atlético Madrid,32,26,2148,23.9,5,3,8,5,0,0,7,0,0.0,0.0,0.0,0.0,0,0,0.21,0.13,0.34,0.21,0.34,0.0,0.0,0.0,0.0,0.0
Álvaro Vadillo,2012-2013,Betis,14,3,507,5.6,0,2,2,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.36,0.36,0.0,0.36,0.0,0.0,0.0,0.0,0.0
Víctor Valdés,2012-2013,Barcelona,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson Valdez,2012-2013,Valencia,28,6,785,8.7,6,0,6,6,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.69,0.0,0.69,0.69,0.69,0.0,0.0,0.0,0.0,0.0
Valdo,2012-2013,Levante,13,6,659,7.3,0,1,1,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0
Juan Valera Espín,2012-2013,Getafe,30,30,2587,28.7,2,0,2,2,0,0,8,0,0.0,0.0,0.0,0.0,0,0,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0
Marc Valiente,2012-2013,Valladolid,28,28,2404,26.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raphaël Varane,2012-2013,Real Madrid,15,12,1125,12.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javi Varas,2012-2013,Celta Vigo,35,35,3103,34.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Álvaro Vázquez,2012-2013,Getafe,29,14,1316,14.6,4,0,4,4,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.27,0.0,0.27,0.27,0.27,0.0,0.0,0.0,0.0,0.0
Álvaro Vázquez,2012-2013,Espanyol,2,2,139,1.5,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.65,0.0,0.65,0.65,0.65,0.0,0.0,0.0,0.0,0.0
Franco Vázquez,2012-2013,Rayo Vallecano,18,8,748,8.3,3,0,3,3,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.36,0.0,0.36,0.36,0.36,0.0,0.0,0.0,0.0,0.0
Jesús Vázquez,2012-2013,La Coruña,5,2,177,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Vela,2012-2013,Real Sociedad,35,32,2689,29.9,14,10,24,10,4,4,10,0,0.0,0.0,0.0,0.0,0,0,0.47,0.33,0.8,0.33,0.67,0.0,0.0,0.0,0.0,0.0
Joan Verdú,2012-2013,Espanyol,37,36,3083,34.3,9,3,12,5,4,4,7,0,0.0,0.0,0.0,0.0,0,0,0.26,0.09,0.35,0.15,0.23,0.0,0.0,0.0,0.0,0.0
João Victor,2012-2013,Mallorca,7,2,280,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Viera,2012-2013,Valencia,17,7,772,8.6,2,3,5,2,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.23,0.35,0.58,0.23,0.58,0.0,0.0,0.0,0.0,0.0
Jonathan Vila,2012-2013,Celta Vigo,14,10,1011,11.2,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eder Vilarchao,2012-2013,Betis,1,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Villa,2012-2013,Barcelona,28,17,1414,15.7,10,5,15,10,0,1,1,0,0.0,0.0,0.0,0.0,0,0,0.64,0.32,0.95,0.64,0.95,0.0,0.0,0.0,0.0,0.0
Loukas Vyntra,2012-2013,Levante,15,15,1350,15.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wakaso,2012-2013,Espanyol,26,23,1873,20.8,3,6,9,3,0,0,15,2,0.0,0.0,0.0,0.0,0,0,0.14,0.29,0.43,0.14,0.43,0.0,0.0,0.0,0.0,0.0
Lucas Wilchez,2012-2013,Zaragoza,5,1,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xavi,2012-2013,Barcelona,30,24,2192,24.4,5,7,12,5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.21,0.29,0.49,0.21,0.49,0.0,0.0,0.0,0.0,0.0
Hassan Yebda,2012-2013,Granada,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nabil El Zhar,2012-2013,Levante,31,21,1661,18.5,2,1,3,2,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.11,0.05,0.16,0.11,0.16,0.0,0.0,0.0,0.0,0.0
Eñaut Zubikarai,2012-2013,Real Sociedad,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franco Zuculini,2012-2013,Zaragoza,16,13,904,10.0,1,2,3,1,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.1,0.2,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.0
David Zurutuza,2012-2013,Real Sociedad,21,14,1151,12.8,2,3,5,2,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.16,0.23,0.39,0.16,0.39,0.0,0.0,0.0,0.0,0.0
Damià Abella,2013-2014,Osasuna,34,32,2821,31.3,0,1,1,0,0,0,10,1,0.0,0.0,0.0,0.0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Javier Acuña,2013-2014,Osasuna,16,3,549,6.1,3,0,3,3,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.49,0.0,0.49,0.49,0.49,0.0,0.0,0.0,0.0,0.0
Antonio Adán,2013-2014,Betis,17,17,1522,16.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Issam El Adoua,2013-2014,Levante,18,9,1017,11.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adriano,2013-2014,Barcelona,26,24,2071,23.0,3,1,4,3,0,0,8,0,0.0,0.0,0.0,0.0,0,0,0.13,0.04,0.17,0.13,0.17,0.0,0.0,0.0,0.0,0.0
Aritz Aduriz,2013-2014,Athletic Club,31,26,2392,26.6,16,8,24,14,2,3,7,2,0.0,0.0,0.0,0.0,0,0,0.6,0.3,0.9,0.53,0.83,0.0,0.0,0.0,0.0,0.0
Ibrahim Afellay,2013-2014,Barcelona,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imanol Agirretxe,2013-2014,Real Sociedad,31,21,1942,21.6,8,1,9,8,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.37,0.05,0.42,0.37,0.42,0.0,0.0,0.0,0.0,0.0
Jordi Alba,2013-2014,Barcelona,15,14,1240,13.8,0,2,2,0,0,0,6,1,0.0,0.0,0.0,0.0,0,0,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
Edu Albácar,2013-2014,Elche,18,18,1586,17.6,3,1,4,0,3,3,4,0,0.0,0.0,0.0,0.0,0,0,0.17,0.06,0.23,0.0,0.06,0.0,0.0,0.0,0.0,0.0
Unai Albizua,2013-2014,Athletic Club,4,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paco Alcácer,2013-2014,Valencia,23,17,1531,17.0,6,2,8,6,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.35,0.12,0.47,0.35,0.47,0.0,0.0,0.0,0.0,0.0
Toby Alderweireld,2013-2014,Atlético Madrid,12,10,909,10.1,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Alexis,2013-2014,Getafe,29,27,2491,27.7,0,0,0,0,0,0,15,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xabi Alonso,2013-2014,Real Madrid,26,23,2021,22.5,0,1,1,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0
Sergio Álvarez,2013-2014,Celta Vigo,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Víctor Álvarez,2013-2014,Espanyol,7,5,300,3.3,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dani Alves,2013-2014,Barcelona,27,26,2385,26.5,2,3,5,2,0,0,6,0,0.0,0.0,0.0,0.0,0,0,0.08,0.11,0.19,0.08,0.19,0.0,0.0,0.0,0.0,0.0
Diego Alves,2013-2014,Valencia,27,27,2280,25.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Amaya,2013-2014,Betis,24,22,2027,22.5,1,1,2,1,0,0,10,1,0.0,0.0,0.0,0.0,0,0,0.04,0.04,0.09,0.04,0.09,0.0,0.0,0.0,0.0,0.0
Nordin Amrabat,2013-2014,Málaga,15,15,1305,14.5,2,5,7,1,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0.14,0.34,0.48,0.07,0.41,0.0,0.0,0.0,0.0,0.0
Stephan Andersen,2013-2014,Betis,7,6,585,6.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobley Anderson,2013-2014,Málaga,8,1,255,2.8,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.35,0.35,0.0,0.35,0.0,0.0,0.0,0.0,0.0
José Ángel,2013-2014,Real Sociedad,22,22,1906,21.2,1,5,6,1,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.05,0.24,0.28,0.05,0.28,0.0,0.0,0.0,0.0,0.0
Miguel Ángel Moyá,2013-2014,Getafe,26,26,2307,25.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joan Àngel Román,2013-2014,Villarreal,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Angeleri,2013-2014,Málaga,26,25,2221,24.7,0,1,1,0,0,0,9,2,0.0,0.0,0.0,0.0,0,0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0
Brayan Angulo,2013-2014,Granada,34,33,2938,32.6,0,2,2,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0
Ion Ansotegi,2013-2014,Real Sociedad,24,18,1790,19.9,2,0,2,2,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
José Antonio Caro,2013-2014,Betis,4,1,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Antonio Reyes,2013-2014,Sevilla,21,15,1174,13.0,0,6,6,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.0,0.46,0.46,0.0,0.46,0.0,0.0,0.0,0.0,0.0
Vitorino Antunes,2013-2014,Málaga,36,36,3179,35.3,0,0,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javier Aquino,2013-2014,Villarreal,32,18,1848,20.5,1,5,6,1,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.05,0.24,0.29,0.05,0.29,0.0,0.0,0.0,0.0,0.0
Youssef El-Arabi,2013-2014,Granada,36,34,2769,30.8,12,2,14,11,1,2,5,0,0.0,0.0,0.0,0.0,0,0,0.39,0.07,0.46,0.36,0.42,0.0,0.0,0.0,0.0,0.0
Daniel Aranzubia,2013-2014,Atlético Madrid,1,1,84,0.9,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vinícius Araújo,2013-2014,Valencia,6,0,105,1.2,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.86,0.86,0.0,0.86,0.0,0.0,0.0,0.0,0.0
Álvaro Arbeloa,2013-2014,Real Madrid,18,14,1315,14.6,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anaitz Arbilla,2013-2014,Rayo Vallecano,30,26,2382,26.5,1,0,1,1,0,0,9,1,0.0,0.0,0.0,0.0,0,0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0
José Ariel Núñez,2013-2014,Osasuna,6,2,252,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emiliano Armenteros,2013-2014,Osasuna,29,27,2268,25.2,4,3,7,4,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.16,0.12,0.28,0.16,0.28,0.0,0.0,0.0,0.0,0.0
Alejandro Arribas,2013-2014,Osasuna,36,36,3196,35.5,1,1,2,1,0,0,10,1,0.0,0.0,0.0,0.0,0,0,0.03,0.03,0.06,0.03,0.06,0.0,0.0,0.0,0.0,0.0
Álvaro Arroyo,2013-2014,Getafe,17,16,1442,16.0,1,0,1,1,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.06,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0
Sergio Asenjo,2013-2014,Villarreal,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Aurtenetxe,2013-2014,Celta Vigo,20,17,1565,17.4,0,2,2,0,0,0,6,1,0.0,0.0,0.0,0.0,0,0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0
Ramon Azeez,2013-2014,Almería,30,21,2054,22.8,2,0,2,2,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0
Carlos Bacca,2013-2014,Sevilla,35,27,2293,25.5,14,5,19,13,1,1,4,0,0.0,0.0,0.0,0.0,0,0,0.55,0.2,0.75,0.51,0.71,0.0,0.0,0.0,0.0,0.0
Raúl Baena,2013-2014,Rayo Vallecano,20,15,1222,13.6,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth Bale,2013-2014,Real Madrid,27,24,2062,22.9,15,12,27,15,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.65,0.52,1.18,0.65,1.18,0.0,0.0,0.0,0.0,0.0
Mikel Balenziaga,2013-2014,Athletic Club,31,31,2659,29.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Éver Banega,2013-2014,Valencia,18,14,1149,12.8,1,3,4,0,1,2,6,0,0.0,0.0,0.0,0.0,0,0,0.08,0.23,0.31,0.0,0.23,0.0,0.0,0.0,0.0,0.0
Lass Bangoura,2013-2014,Rayo Vallecano,28,19,1785,19.8,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Léo Baptistão,2013-2014,Betis,17,13,1003,11.1,1,1,2,1,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.09,0.09,0.18,0.09,0.18,0.0,0.0,0.0,0.0,0.0
Léo Baptistão,2013-2014,Atlético Madrid,5,1,125,1.4,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.72,0.72,0.0,0.72,0.0,0.0,0.0,0.0,0.0
Javier Baraja,2013-2014,Valladolid,12,6,520,5.8,0,1,1,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.17,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0
Hélder Barbosa,2013-2014,Almería,28,7,986,11.0,1,0,1,1,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0
Heinz Barmettler,2013-2014,Valladolid,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Barragán,2013-2014,Valencia,20,17,1493,16.6,0,3,3,0,0,0,3,2,0.0,0.0,0.0,0.0,0,0,0.0,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0
David Barral,2013-2014,Levante,32,25,2250,25.0,7,0,7,6,1,2,12,0,0.0,0.0,0.0,0.0,0,0,0.28,0.0,0.28,0.24,0.24,0.0,0.0,0.0,0.0,0.0
Marc Bartra,2013-2014,Barcelona,20,17,1592,17.7,1,1,2,1,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.06,0.06,0.11,0.06,0.11,0.0,0.0,0.0,0.0,0.0
Carlos Bellvís,2013-2014,Celta Vigo,1,1,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dani Benítez,2013-2014,Granada,9,4,327,3.6,0,1,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.28,0.28,0.0,0.28,0.0,0.0,0.0,0.0,0.0
Karim Benzema,2013-2014,Real Madrid,35,34,2733,30.4,17,8,25,17,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.56,0.26,0.82,0.56,0.82,0.0,0.0,0.0,0.0,0.0
Markel Bergara,2013-2014,Real Sociedad,32,32,2717,30.2,1,2,3,1,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.03,0.07,0.1,0.03,0.1,0.0,0.0,0.0,0.0,0.0
Zakarya Bergdich,2013-2014,Valladolid,22,19,1514,16.8,0,2,2,0,0,0,6,1,0.0,0.0,0.0,0.0,0,0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0
Mario Bermejo,2013-2014,Celta Vigo,13,2,340,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Bernat,2013-2014,Valencia,32,26,2493,27.7,1,2,3,1,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.04,0.07,0.11,0.04,0.11,0.0,0.0,0.0,0.0,0.0
Marc Bertrán,2013-2014,Osasuna,29,28,2454,27.3,0,3,3,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0
Beto,2013-2014,Sevilla,33,33,2925,32.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thievy Bifouma,2013-2014,Espanyol,11,2,390,4.3,3,0,3,3,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.69,0.0,0.69,0.69,0.69,0.0,0.0,0.0,0.0,0.0
Richmond Boakye,2013-2014,Elche,31,12,1219,13.5,6,1,7,6,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.44,0.07,0.52,0.44,0.52,0.0,0.0,0.0,0.0,0.0
Richard Boateng,2013-2014,Granada,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Botía,2013-2014,Elche,33,33,2872,31.9,0,1,1,0,0,0,15,1,0.0,0.0,0.0,0.0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Yacine Brahimi,2013-2014,Granada,35,33,2770,30.8,3,4,7,2,1,1,7,1,0.0,0.0,0.0,0.0,0,0,0.1,0.13,0.23,0.06,0.19,0.0,0.0,0.0,0.0,0.0
Christian Bravo,2013-2014,Granada,2,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio Bravo,2013-2014,Real Sociedad,37,37,3330,37.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Bueno,2013-2014,Rayo Vallecano,37,31,2475,27.5,11,4,15,11,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.4,0.15,0.55,0.4,0.55,0.0,0.0,0.0,0.0,0.0
Diego Buonanotte,2013-2014,Granada,24,9,1054,11.7,0,1,1,0,0,0,6,0,0.0,0.0,0.0,0.0,0,0,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0
Sergio Busquets,2013-2014,Barcelona,32,30,2649,29.4,1,1,2,1,0,0,11,0,0.0,0.0,0.0,0.0,0,0,0.03,0.03,0.07,0.03,0.07,0.0,0.0,0.0,0.0,0.0
Willy Caballero,2013-2014,Málaga,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gustavo Cabral,2013-2014,Celta Vigo,23,23,1950,21.7,1,0,1,1,0,0,8,0,0.0,0.0,0.0,0.0,0,0,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0
Liassine Cadamuro,2013-2014,Real Sociedad,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
